week,fitness_label,factor_name,candidate_id,train_ic,train_rank_ic,train_icir,train_rank_icir,test_rank_ic,test_orientation,formula
week1,elite,factor_volume_adjusted_momentum,raw_ca_hash_32d50b39,0.023950964715812546,0.038500228401905194,0.22485817385379245,0.30417312604291413,,,"ema(daily_return) * (safe_div(numerator=volume, denominator=ts_mean(volume, 20)), 5)"
week2,elite,factor_directional_vol_smooth_range_mut,raw_ca_hash_338dd16c,0.024576166889521165,0.03848170138308021,0.27806250148664313,0.3534282791551786,,,"smooth_range = ewma((high-low)/close, span=8); vol_ratio = volume / rolling_mean(volume,25); fast=ewma(vol_ratio,10); slow=ewma(vol_ratio,30); weight = sigmoid(5*(vol_ratio-0.85)); blend=weight*fast+(1-weight)*slow; direction=(close-open)/close; factor = smooth_range * blend * direction"
week2,qualified,factor_vol_gated_momentum_v3,raw_ca_hash_0f53ef7d,0.021648158727849143,0.03772860281393237,0.18637143790876928,0.2936644025183798,0.02981613754141647,original,"ts_pct(close, 5) * (1.5 - 0.5 * ts_rank(ts_std(daily_return, 20), 20))"
week1,elite,factor_directional_vol_adaptive_crossover,raw_ca_hash_2fc67cd0,0.024188799280769037,0.0375179989516672,0.27489203857716477,0.34380218301927146,,,"range_pct = (high-low)/close; smooth_range = ema(range_pct, span=5); vol_ratio = volume / ts_mean(volume,20); smooth_vol_ratio = if vol_ratio > 0.9 then ema(vol_ratio,10) else ema(vol_ratio,30); direction = (close-open)/close; factor = smooth_range * smooth_vol_ratio * direction"
week1,elite,factor_vol_gated_momentum_volume_weighted,raw_ca_hash_61b8fb3c,0.023250222737003477,0.03645458419069725,0.2311769710935229,0.2964049013821864,0.032083784300885654,flipped,"ts_pct(close, 5) * (0.5 + 0.5 * ts_rank(safe_div(numerator=ts_mean(true_range, 14), denominator=close), 20)) * safe_div(numerator=volume, denominator=ts_mean(volume, 20))"
week2,qualified,factor_volume_confirmed_momentum_clipped,raw_ca_hash_50cd89c1,0.02494058181104102,0.03616405201008425,0.2381642542495791,0.2901461107605721,0.029789346915860118,flipped,"(ts_pct(close, 5)) * (safe_div(numerator=volume, denominator=ts_mean(volume, 20)))"
week2,qualified,factor_vol_regime_breakout_continuous,raw_ca_hash_c83fcf6c,0.030866248032537742,0.03535091732391188,0.33798375978827455,0.33639565777258135,0.009286783131579159,flipped,"ema((safe_div(numerator=close - low, denominator=high - low) - 0.5) * safe_div(numerator=high - low, denominator=ts_quantile(high - low, 20, 0.5)), 5)"
week2,qualified,factor_vol_regime_trend_smoothed,raw_ca_hash_7c569498,0.016834833954730666,0.03493241240361106,0.20657707281315033,0.34317794998641676,0.04409986201308341,flipped,"ema(ts_pct(close, 5) * safe_div(numerator=volume, denominator=ts_max(volume, 20)) * (safe_div(numerator=high - low, denominator=ts_quantile(high - low, 20, 0.5)) - 1), 5)"
week2,qualified,factor_stress_volume_cont_weight_cont_dir_w20_clip3_w40_ewm15_stressclip25,raw_ca_hash_c6320c09,0.024579421766244135,0.03447396895000833,0.2926458666429303,0.3659068360301629,,,"((((df.copy())[""high""]) - ((df.copy())[""low""])) - (((df.copy())[""((df.copy())[""high""])""]) - ((df.copy())[""((df.copy())[""low""])""])).rolling(40, min_periods=40).mean()) / (((df.copy())[""((df.copy())[""high""])""]) - ((df.copy())[""((df.copy())[""low""])""])).rolling(40, min_periods=40).std(ddof=1).clipema(lower=0, 15) * ((df.copy())[""volume""]) / ((df.copy())[""((df.copy())[""volume""])""]).rolling(20, min_periods=20).mean() * (((df.copy())[""close""]) - ((df.copy())[""open""])) / (((df.copy())[""high""]) - ((df.copy())[""low""]))"
week2,qualified,factor_stress_volume_cont_weight_cont_dir_w20_clip2_5_w40_ewm15_stressclip25,raw_ca_hash_c4485ee6,0.024579421766244135,0.03447396895000833,0.2926458666429303,0.3659068360301629,,,"((((df.copy())[""high""]) - ((df.copy())[""low""])) - (((df.copy())[""((df.copy())[""high""])""]) - ((df.copy())[""((df.copy())[""low""])""])).rolling(40, min_periods=40).mean()) / (((df.copy())[""((df.copy())[""high""])""]) - ((df.copy())[""((df.copy())[""low""])""])).rolling(40, min_periods=40).std(ddof=1).clipema(lower=0, 15) * ((df.copy())[""volume""]) / ((df.copy())[""((df.copy())[""volume""])""]).rolling(20, min_periods=20).mean() * (((df.copy())[""close""]) - ((df.copy())[""open""])) / (((df.copy())[""high""]) - ((df.copy())[""low""]))"
week2,elite,factor_stress_volume_cont_weight_cont_dir_w20_clip3_w40_ewm15,raw_ca_hash_c7206013,0.024555810411677197,0.03447382603010594,0.2925117405596981,0.3659057405570244,,,"((((df.copy())[""high""]) - ((df.copy())[""low""])) - (((df.copy())[""((df.copy())[""high""])""]) - ((df.copy())[""((df.copy())[""low""])""])).rolling(40, min_periods=40).mean()) / (((df.copy())[""((df.copy())[""high""])""]) - ((df.copy())[""((df.copy())[""low""])""])).rolling(40, min_periods=40).std(ddof=1).clipema(lower=0, 15) * ((df.copy())[""volume""]) / ((df.copy())[""((df.copy())[""volume""])""]).rolling(20, min_periods=20).mean() * (((df.copy())[""close""]) - ((df.copy())[""open""])) / (((df.copy())[""high""]) - ((df.copy())[""low""]))"
week2,qualified,factor_stress_volume_cont_weight_cont_dir_w25_clip2_w40_ewm15,raw_ca_hash_a96b0966,0.024531359144000852,0.034449106266965464,0.2924803042321438,0.36655752573916794,,,"((((df.copy())[""high""]) - ((df.copy())[""low""])) - (((df.copy())[""((df.copy())[""high""])""]) - ((df.copy())[""((df.copy())[""low""])""])).rolling(40, min_periods=40).mean()) / (((df.copy())[""((df.copy())[""high""])""]) - ((df.copy())[""((df.copy())[""low""])""])).rolling(40, min_periods=40).std(ddof=1).clipema(lower=0, 15) * ((df.copy())[""volume""]) / ((df.copy())[""((df.copy())[""volume""])""]).rolling(25, min_periods=25).mean() * (((df.copy())[""close""]) - ((df.copy())[""open""])) / (((df.copy())[""high""]) - ((df.copy())[""low""]))"
week2,qualified,factor_stress_range_volume_surge,raw_ca_hash_f2c0364c,0.015589961218157533,0.033351054814830756,0.15920059517012555,0.29776813344944725,0.048703365883652545,flipped,"safe_div(numerator=high - low, denominator=close) * safe_div(numerator=volume, denominator=ts_mean(volume, 20))"
week2,qualified,factor_pressure_tanh,raw_ca_hash_b9907c26,0.015995840628002,0.03307205330065639,0.19890196044190864,0.35676889638254666,0.02576438941719697,flipped,"sigmoid(2 * safe_div(numerator=safe_div(numerator=close - low, denominator=high - low) * volume - ts_mean(safe_div(numerator=close - low, denominator=high - low) * volume, 20), denominator=ts_std(safe_div(numerator=close - low, denominator=high - low) * volume, 20))) * 2 - 1"
week2,qualified,factor_mut_cro_asym_vol_ratio_med_20_minp3_vol6_ema5,raw_ca_hash_bc141edf,0.013777097337199024,0.032789556887282516,0.21303984449165897,0.4081555821004627,,,"(-1.0) * (((df.copy())['((df.copy())['((df.copy())['high'])'])']) - ((df.copy())['((df.copy())['((df.copy())['low'])'])'])).where((((df.copy())['((df.copy())['((df.copy())['((df.copy())['close'])'])'])']) > ((df.copy())['open'])) == 1, np.nan).rolling(20, min_periods=3).median() / (((df.copy())['((df.copy())['((df.copy())['high'])'])']) - ((df.copy())['((df.copy())['((df.copy())['low'])'])'])).where((((df.copy())['((df.copy())['((df.copy())['((df.copy())['close'])'])'])']) <= ((df.copy())['open'])) == 1, np.nan).rolling(20, min_periods=3).median() * (safe_div(numerator=volume, denominator=ts_mean(volume, 20)))"
week2,qualified,factor_herding_simple,raw_ca_hash_718ea675,0.01724269873021164,0.032667049040345134,0.2094303026823923,0.2897143319223067,0.021212074524518284,flipped,"ema(safe_div(numerator=close - open, denominator=high - low) * safe_div(numerator=volume, denominator=ts_quantile(volume, 10, 0.5)), 5)"
week2,qualified,factor_adaptive_momentum_gate_v2,raw_ca_hash_946bc42a,0.017318581469440725,0.03253920441170887,0.1564674410872278,0.2681875204920605,0.028116813265687716,flipped,"safe_div(numerator=ts_pct(close, 5), denominator=ts_std(daily_return, 30))"
week2,qualified,factor_volume_confirmed_momentum_binary_gate,raw_ca_hash_777e86d4,0.02898934743675182,0.032017317099789465,0.412459518743127,0.4415854431135401,0.005954400064614114,flipped,"(ema(daily_return * safe_div(numerator=volume, denominator=ts_mean(volume, 20)), 10)) * (sign(close - (high + low) / 2))"
week2,qualified,factor_intraday_reversal_crossover_v1,raw_ca_hash_881db7aa,0.030473278308538816,0.03198514396439081,0.3338587686663713,0.31241378993353625,0.005505794335582655,original,"ts_mean(- safe_div(numerator=2 * close - high - low, denominator=high - low) * safe_div(numerator=ts_mean(high - low, 5), denominator=ts_mean(close, 5)), 3)"
week2,qualified,factor_range_position_volume_gated_smoothed,raw_ca_hash_05d8d226,0.03016793311270487,0.03151728384830372,0.3639165552133492,0.32902932466828877,0.006708685485970441,flipped,"ema((safe_div(numerator=close - low, denominator=high - low)) - 0.5, 3) * safe_div(numerator=volume, denominator=ts_mean(volume, 20))"
week2,qualified,factor_mut_cro_asym_vol_ratio_med_15_minp3_vol10,raw_ca_hash_bcbd6919,0.015021365179551199,0.031113400149858573,0.22490099832896104,0.3674840657769969,,,"(-1.0) * (((df.copy())['((df.copy())['((df.copy())['high'])'])']) - ((df.copy())['((df.copy())['((df.copy())['low'])'])'])).where((((df.copy())['((df.copy())['((df.copy())['((df.copy())['close'])'])'])']) > ((df.copy())['open'])) == 1, np.nan).rolling(15, min_periods=3).median() / (((df.copy())['((df.copy())['((df.copy())['high'])'])']) - ((df.copy())['((df.copy())['((df.copy())['low'])'])'])).where((((df.copy())['((df.copy())['((df.copy())['((df.copy())['close'])'])'])']) <= ((df.copy())['open'])) == 1, np.nan).rolling(15, min_periods=3).median() * (safe_div(numerator=volume, denominator=ts_mean(volume, 20)))"
week2,qualified,factor_imbalance_volume_ratio_ewm,raw_ca_hash_263e9c66,0.028524012650709793,0.030995039492380094,0.33046121626839103,0.3114107192351624,0.005285935902240503,flipped,"ema(safe_div(numerator=close - (high + low) / 2, denominator=high - low) * safe_div(numerator=volume, denominator=ts_mean(volume, 20)), 5)"
week2,qualified,factor_range_position_volume_gated_smoothed_mut,raw_ca_hash_d8e639c3,0.030608385639969454,0.030903102181840388,0.3589892628452611,0.3193694435839571,0.006708685485970441,flipped,"ema((safe_div(numerator=close - low, denominator=high - low)) - 0.5, 3) * safe_div(numerator=volume, denominator=ts_mean(volume, 20))"
week2,qualified,factor_imbalance_volume_ewm_mut,raw_ca_hash_15a03771,0.01421307899891861,0.030840114301811695,0.23335809901418914,0.33428387372095525,0.006042373870519713,flipped,"ema(safe_div(numerator=close - (high + low) / 2, denominator=high - low) * volume * (1 + safe_div(numerator=volume, denominator=ts_mean(volume, 10)) - 1), 5)"
week2,qualified,factor_mut_cro_asym_vol_ratio_med_20_minp3_vol10_ema2,raw_ca_hash_ae211225,0.01393201862234656,0.03042283606995021,0.2120942683012785,0.35598623350265174,,,"(-1.0) * (((df.copy())['((df.copy())['((df.copy())['high'])'])']) - ((df.copy())['((df.copy())['((df.copy())['low'])'])'])).where((((df.copy())['((df.copy())['((df.copy())['((df.copy())['close'])'])'])']) > ((df.copy())['open'])) == 1, np.nan).rolling(20, min_periods=3).median() / (((df.copy())['((df.copy())['((df.copy())['high'])'])']) - ((df.copy())['((df.copy())['((df.copy())['low'])'])'])).where((((df.copy())['((df.copy())['((df.copy())['((df.copy())['close'])'])'])']) <= ((df.copy())['open'])) == 1, np.nan).rolling(20, min_periods=3).median() * (safe_div(numerator=volume, denominator=ts_mean(volume, 20)))"
